Node_ID,Name,Type,Latitude,Longitude
2316813572,Blue pub,Bar/Pub,-1.2534192,36.862439
2316813597,Family pub,Bar/Pub,-1.2534823,36.862889
2316813606,Kanini bar,Bar/Pub,-1.2538159,36.8621529
2316813639,Obomo wines and spirit,Bar/Pub,-1.253317,36.8629403
2316813672,Wamutheu bar,Bar/Pub,-1.253843,36.8621419
2321690957,Dani dani pub,Bar/Pub,-1.2547912,36.8670959
2321690965,Drive-inn dans pub,Bar/Pub,-1.2525419,36.8654278
2321690972,Early villa pub,Bar/Pub,-1.2541782,36.8633715
2321690979,Georges pub,Bar/Pub,-1.2528733,36.8653775
2321690989,Jay cee wines and spirits,Bar/Pub,-1.2548788,36.8668882
2321690997,Members baze pub,Bar/Pub,-1.2534943,36.8625742
2321690998,Nderemo pub,Bar/Pub,-1.2532761,36.8629267
2321691001,kwetu pub,Bar/Pub,-1.2531293,36.8640723
2330383414,Sirezz bar,Bar/Pub,-1.2480003,36.8730933
2330383427,Urban wines and spirit,Bar/Pub,-1.2486478,36.8727487
2335081298,Adopt alight,Bar/Pub,-1.2620221,36.8569259
2335081299,Cornner bar,Bar/Pub,-1.2619705,36.8583764
2335081301,Jonney bar,Bar/Pub,-1.2614244,36.8597637
2335081302,Joscon sport bar,Bar/Pub,-1.2618922,36.8571555
2338994745,Adopt alight,Bar/Pub,-1.2652468,36.8454338
2339024728,Nigeria hotspot zone,Bar/Pub,-1.2654425,36.8500651
2339025110,security light,Bar/Pub,-1.2667276,36.8441648
2344361865,Naivas Supermarket,Supermarket,-1.2326846,36.8734785
2405823294,Omax Pub,Bar/Pub,-1.2480267,36.886254
2405829021,Bunyix supermarket,Supermarket,-1.240963,36.8842308
2405829029,Mini price supermarket,Supermarket,-1.244272,36.8885053
2405829038,Top view supermarket,Supermarket,-1.2409649,36.8836055
2405854925,Riverside supermarket,Supermarket,-1.246407,36.8789364
2405883337,Happy view,Supermarket,-1.2397586,36.8980003
2405883344,Nyar jimo shop,Supermarket,-1.2438304,36.8916039
2405885982,Jasiaya Shop,Convenience/Duka,-1.24756,36.8830022
2405885984,Jovena Mini Market,Supermarket,-1.2474314,36.8843279
2405886008,Unnamed Store,Bar/Pub,-1.2466782,36.8843807
2433372287,Chandarana Supermarket,Supermarket,-1.2611134,36.8392325
2511478398,Mercury,Bar/Pub,-1.2977284,36.7623917
2511478541,Zucchini,Supermarket,-1.2981386,36.7633609
2511481507,Sunrise Casino,Bar/Pub,-1.2979,36.7632284
2627546559,Panda Mart,Supermarket,-1.3434274,36.7649647
2629490949,The Cask & Kitchen,Bar/Pub,-1.2024851,36.7853531
2682435033,Unnamed Store,Supermarket,-1.2595581,36.8164249
2705291183,Double Touch,Supermarket,-1.2485671,36.7973605
2716902800,Unnamed Store,Bar/Pub,-1.3071655,36.786514
2794547724,MAD HOUSE,Bar/Pub,-1.2841264,36.8185164
2849789426,Very Local Bar,Bar/Pub,-1.288619,36.8032649
2849791401,Orkley Base,Bar/Pub,-1.2888685,36.8021762
3010249231,Magunas Supermarket Kahawa Wendani,Supermarket,-1.1964107,36.924343
3032456378,Satellite Supermarket,Supermarket,-1.2862317,36.8907031
3032456381,Nabuto Supermarket,Supermarket,-1.2852411,36.8941738
3032456386,Sango Pub,Bar/Pub,-1.2868247,36.8946777
3032456387,Jeska Supermarket,Supermarket,-1.2878047,36.8914782
3032456388,Dimples Supermarket,Supermarket,-1.2847299,36.8842314
3032456395,Mesora Supermarket,Supermarket,-1.279382,36.8776177
3183497018,Tuskys Supermarket,Supermarket,-1.2605605,36.7098081
3234081399,3 Barz,Bar/Pub,-1.2648972,36.8105872
3336751389,QuickMart Jipange,Supermarket,-1.233328,36.8727567
3519375335,Ngong Provision Supermarket,Supermarket,-1.3618393,36.6539962
3519591065,Naivas Supermarket,Supermarket,-1.3424217,36.666215
3519591083,Karen Provisions Store (KPS),Supermarket,-1.3233844,36.7070292
3549816513,"Bobby""s Place",Bar/Pub,-1.3488543,36.6606134
3585213906,P & G Supa Duka,Convenience/Duka,-1.3581888,36.65575
4002241292,Unnamed Store,Bar/Pub,-1.3071178,36.7864844
4075659130,Foodplus Chandarana Adlife,Supermarket,-1.2944514,36.7872314
4324873069,Sweetworld supermarket,Supermarket,-1.2455231,36.6642037
4324873131,Kikuyu Selfridges Supermarket,Supermarket,-1.2453053,36.6623886
4324873818,Antraca Supermarket,Supermarket,-1.2447814,36.665433
4324874801,Space pub,Bar/Pub,-1.2444095,36.662446
4324883800,Fairmat supermarket,Supermarket,-1.2446385,36.6635924
4324895094,Kikuyu Selfridges Pioneer branch,Supermarket,-1.2456208,36.6653765
4326570022,Kaskazine,Bar/Pub,-1.2453481,36.6629193
4348537821,Carrefour,Supermarket,-1.3209012,36.7043116
4353511956,"Neibas Supermarket, Lang'ata",Supermarket,-1.3221852,36.773682
4355628531,Penny Supermarket,Supermarket,-1.3258264,36.7917343
4414011091,Bacchu's Lounge,Bar/Pub,-1.2642789,36.8044754
4414032389,Bahama Breeze,Bar/Pub,-1.2639823,36.804242
4421833595,Naivas South C,Supermarket,-1.3219424,36.8271459
4455403089,The Alchemist,Bar/Pub,-1.2625893,36.8037086
4541072192,George's place,Bar/Pub,-1.2047216,36.9686321
4550383889,Scratch,Bar/Pub,-1.2842082,36.824252
4739716934,Cleanshelf Supermarket,Supermarket,-1.2673913,36.9052027
4793984321,Naivas Ruaraka,Supermarket,-1.2476349,36.8726223
4823712522,Game Stores Kenya,Supermarket,-1.2320445,36.8782614
4838514230,Bonjour,Supermarket,-1.3281089,36.8827871
4992175630,Cleanshelf,Supermarket,-1.3967854,36.7530217
5166881629,Roots,Bar/Pub,-1.2691846,36.8480081
5221207080,The Avery Lounge,Bar/Pub,-1.2797772,36.965096
5221207082,Quickmart Utawala,Supermarket,-1.28279,36.9596243
5269521621,Quickmart Kikuyu,Supermarket,-1.279699,36.712348
5300683821,Eagle Plains Estate,Convenience/Duka,-1.3265027,36.8550084
5316134843,Crying Stone Bar & Butchery,Bar/Pub,-1.3156336,36.7935294
5323513222,Privee Westlands,Bar/Pub,-1.2647816,36.8040575
5327750076,Kamindi Self Ridges Supermarkets,Supermarket,-1.1708927,36.8277829
5327764144,Cleanshelf Supermarkets,Supermarket,-1.1701365,36.8273277
5327773631,SmartHome Supermarkets,Supermarket,-1.1695615,36.8268415
5327798081,Rubir's Mini Market,Supermarket,-1.1716795,36.8409541
5327799784,Jambo Car Wash & Pub,Bar/Pub,-1.1725409,36.8420759
5327914195,Linkers Pub,Bar/Pub,-1.1717473,36.8429246
5327920928,Aquarium Cabannas,Bar/Pub,-1.2066515,36.8325252
5328489329,Naivas,Supermarket,-1.2647994,36.802732
5330422210,Mbukaki Bar & Restaurant,Bar/Pub,-1.2296616,36.8414447
5330933748,Coco Jambo Valley Arcade,Bar/Pub,-1.2925684,36.7703707
5330949488,Chandarana Foodplus Supermarket (Lavington Branch),Supermarket,-1.2802139,36.7704244
5331560838,Jowac Sports Bar,Bar/Pub,-1.1928386,36.7468748
5331560839,Simpsons Makuti.,Bar/Pub,-1.1918183,36.7442301
5331594364,Cleanshelf Supermarket,Supermarket,-1.2073328,36.7858025
5331679458,Total,Convenience/Duka,-1.2351942,36.7490294
5333304037,Village Supermarket,Supermarket,-1.2836202,36.7587244
5333315842,That Place,Bar/Pub,-1.2835828,36.7627887
5334825305,HassConsult Ltd;Chandarana Food Plus Supermarkets Ltd.,Supermarket,-1.2598277,36.7772994
5334826919,Zucchini Greengrocers Limited - ABC Place,Supermarket,-1.2597944,36.7775298
5334971802,Joyway Supermarket Githembe,Supermarket,-1.2948764,36.7475484
5336231186,Kirigiti Supermarket,Supermarket,-1.1716999,36.8420849
5339089385,Volcano Bar & Restaurant,Bar/Pub,-1.2905295,36.7524874
5339094892,Ambo Gardens,Bar/Pub,-1.2837139,36.7613488
5339103766,207 Lounge Bar,Bar/Pub,-1.2864132,36.7580015
5339103767,Eden suite and lounge,Bar/Pub,-1.2913576,36.761746
5339423498,Fruity Fruits,Supermarket,-1.2704697,36.8117014
5339443748,Capital Club East Africa,Bar/Pub,-1.2685931,36.8074876
5339455100,Marquee Sky Bar and Lounge,Bar/Pub,-1.26489,36.8065048
5340430968,Budhaa Bar,Bar/Pub,-1.265953,36.8021175
5340436204,Gipsy Bar,Bar/Pub,-1.263611,36.8016887
5340456254,Tapas Ceviche Bar,Bar/Pub,-1.2569188,36.8028616
5340592421,Maya Lounge Nairobi,Bar/Pub,-1.2517785,36.8044852
5340939007,Highridge Superduka,Supermarket,-1.2610898,36.8214404
5340979321,Tuskys Agakhan,Supermarket,-1.2627049,36.824075
5340985657,"Spartans Lounge, Jewel Stone Hotel",Bar/Pub,-1.2586853,36.8215624
5343446503,Tharaini,Bar/Pub,-1.2002284,36.8354897
5343446504,Home Choice Supermarket,Supermarket,-1.1998961,36.8356185
5343809421,Broadline Supermarket,Supermarket,-1.2729908,36.8189504
5348815007,Scotchies Lounge,Bar/Pub,-1.2259443,36.8400524
5349001060,Muthaiga Mini Market,Supermarket,-1.2499124,36.8203818
5352466007,QuickMart,Supermarket,-1.2640185,36.802103
5352499095,Essentials MART,Supermarket,-1.2379507,36.8104691
5352782744,Chandarana FoodPlus Roslyn Riviera,Supermarket,-1.215895,36.7996164
5353042838,Pub Grub Bar & Bistro,Bar/Pub,-1.3205678,36.7034814
5353848943,Carrefour,Supermarket,-1.2111952,36.7948636
5356691970,The Curragh Irish Pub & Bistro,Bar/Pub,-1.3113227,36.7406133
5356821145,Karen Oasis Pub & Restaurant,Bar/Pub,-1.3287859,36.71907
5356847350,The Stranger's Eve,Bar/Pub,-1.3386428,36.7018978
5360202695,Hidden Agenda,Bar/Pub,-1.2616583,36.8017852
5360807820,Chandarana Food Plus Supermarkets Ltd.,Supermarket,-1.323348,36.7068445
5372421003,Yates Pub,Bar/Pub,-1.3237017,36.7966855
5372421005,MDCCCXXIV,Bar/Pub,-1.3061181,36.8204211
5372450529,Psys Reloaded,Bar/Pub,-1.3121191,36.8169627
5372450532,Taidy's Restaurant,Bar/Pub,-1.3122027,36.8173388
5378425156,Unnamed Store,Bar/Pub,-1.3002565,36.8154476
5380534549,"Shebeen, The Bar",Bar/Pub,-1.2998486,36.8119692
5401775754,Five one,Bar/Pub,-1.2996712,36.8004929
5411903689,JD's Supermarket,Supermarket,-1.2992193,36.7654797
5412285970,The Orchid Lounge & Grill,Bar/Pub,-1.3012987,36.7712159
5412286143,Pablo's Wines And Spirits,Bar/Pub,-1.2998195,36.7788248
5412286154,S.S Lounge Shisha Place,Bar/Pub,-1.3007066,36.7792166
5412286175,Frankies Sports Bar & Grill,Bar/Pub,-1.3010146,36.782066
5414008447,Body Zone Spa & Laundry,Bar/Pub,-1.2981223,36.7890099
5414008470,Capricorn Bar,Bar/Pub,-1.3005832,36.7867638
5414008480,Caribian Bar & Accomodation,Bar/Pub,-1.3005313,36.7876369
5414008487,The Sport Pool Bar,Bar/Pub,-1.3000406,36.7846643
5414008506,Rustic Sheesha Lounge,Bar/Pub,-1.2992073,36.7847075
5414008563,Mchana Pub & Grill,Bar/Pub,-1.2990075,36.78756
5414248196,KIZA Restaurant and Lounge,Bar/Pub,-1.2909763,36.7827045
5414280536,Ozone BAR,Bar/Pub,-1.2929046,36.7895861
5414280546,Sierra Brasserie,Bar/Pub,-1.2929034,36.7876096
5414280565,KTV Karaoke bar,Bar/Pub,-1.2944362,36.7869472
5414280569,Bleau LOUNGE,Bar/Pub,-1.294783,36.7877993
5414280574,Terminal 2 Bar,Bar/Pub,-1.2940612,36.7877038
5414335620,Sippers Bar,Bar/Pub,-1.2943239,36.79841
5414335721,Safeway Hypermarkets,Supermarket,-1.2945013,36.7983291
5416191461,Burrito Bar,Bar/Pub,-1.2908634,36.8074714
5448456554,Lillies Supermarket,Supermarket,-1.1867956,36.9068671
5448459889,Cleanshelf Kahawa West,Supermarket,-1.1838203,36.9013427
5464900571,Mend-A-Bath Kenya Ltd,Supermarket,-1.3288435,36.717518
5470451922,Game Supermarket,Supermarket,-1.2322899,36.8784643
5470465022,Natives Sports Bar & Grill,Bar/Pub,-1.2355871,36.872761
5475006722,G-skyye Lounge,Bar/Pub,-1.267901,36.8111348
5496066044,Sacha Supermarket,Supermarket,-1.2870384,36.8523838
5496079283,Naivas Supermarket Buruburu,Supermarket,-1.2946861,36.8759599
5515452611,Cool summer pub/lodgings,Bar/Pub,-1.3102388,36.8738911
5539620101,Nilkanth General Supermarket,Supermarket,-1.2733518,36.8175947
5540761516,Brew Bistro Rooftop Westlands,Bar/Pub,-1.2648843,36.803928
5540763587,Smart Home Supermarket,Supermarket,-1.2204482,36.7130682
5541744495,Blue Sky,Convenience/Duka,-1.2086587,36.7997072
5552257961,Skylux Lounge,Bar/Pub,-1.2655547,36.8047677
5552396271,Klub Geez,Bar/Pub,-1.2823635,36.825031
5555074037,Uchumi Supermarket,Supermarket,-1.2870826,36.8252547
5555074071,Karrymart Downtown Supermarket,Supermarket,-1.2872919,36.8269277
5555074075,Naivas Development House Moi Avenue,Supermarket,-1.2882631,36.8273494
5555704200,Railways Club Hall,Bar/Pub,-1.2927031,36.8177693
5564031097,oriat bar,Bar/Pub,-1.2572369,36.8856775
5569591304,My Shop,Convenience/Duka,-1.2987552,36.8369282
5580878002,Thiongo Mountain Bar & Rest,Bar/Pub,-1.2650269,36.737457
5580938676,Bottom Line Supermarket,Supermarket,-1.2682273,36.7537694
5588931918,Saltes Supermarket,Supermarket,-1.4290899,36.6871569
5704350348,ng'ash pub,Bar/Pub,-1.3111149,36.8745525
5704350354,shiku's pub,Bar/Pub,-1.3112974,36.8723956
5704350355,keg pub,Bar/Pub,-1.31159,36.8723225
5704456198,sinai,Bar/Pub,-1.3093338,36.8788952
5726182620,Beyond Fruits,Supermarket,-1.2295138,36.840544
5743459430,Powerstar Express Supermarket,Supermarket,-1.2063204,36.8942985
5743474194,Powerstar supermarket,Supermarket,-1.2093562,36.8941279
5751634183,Tapas Ceviche Bar,Bar/Pub,-1.2502445,36.7853797
5854155623,Mama Rocks Gourmet Burgers,Bar/Pub,-1.2920569,36.7822257
5871155377,vspace.ke,Supermarket,-1.2847155,36.8303338
5886553697,Quickmart,Supermarket,-1.2708939,36.9968775
5922561887,Gossip Bar and Restaurant,Bar/Pub,-1.3997434,36.9441708
5927103485,The Isabella,Bar/Pub,-1.2779204,37.0314278
5940570587,Shell Select,Convenience/Duka,-1.2690908,36.8172823
5960561285,Pride Lounge,Bar/Pub,-1.3329777,36.924206
6063671546,L8 Lounge & Grill,Bar/Pub,-1.1506065,36.8044981
6064156807,Kamindi Supermarket,Supermarket,-1.1718603,36.8289734
6084050127,Tuskys;Turskys,Supermarket,-1.3006632,36.779892
6103385713,Skymart Supermarket,Supermarket,-1.2876151,36.8931932
6105059956,Tuskys,Supermarket,-1.2496322,36.8613539
6116636152,(Nn) Mwalimu Supermarket & Wholesale,Supermarket,-1.1592002,36.7442109
6126721035,Tuskys Supermarket,Supermarket,-1.2926791,36.8218813
6135412074,The Tankard,Bar/Pub,-1.3002769,36.7566071
6135414714,Pathway Hotel,Bar/Pub,-1.3053305,36.7425518
6140597685,Cleanshelf,Supermarket,-1.2810206,36.9058727
6141845872,Starfire Lounge,Bar/Pub,-1.2783343,36.7695875
6171147716,Chiknik Distributors,Supermarket,-1.2705182,36.8118184
6173489654,Neema Supermarket,Supermarket,-1.2570221,36.9226773
6173489655,Hill Mart Supermarket,Supermarket,-1.2569895,36.9225076
6174266744,Pitcher & Butch,Bar/Pub,-1.2682153,36.8116578
6200899869,Oak Point Centre,Bar/Pub,-1.1544698,36.923347
6200899876,Bejo's Bar and Grill,Bar/Pub,-1.1516568,36.9393571
6207341892,Club Mingles Ruiru Wataalam,Bar/Pub,-1.1566617,36.9463093
6207546828,Souk Bazaar,Supermarket,-1.3237125,36.8430676
6207691403,Governors Lounge Mombasa Road,Bar/Pub,-1.3304599,36.8631118
6207692007,Tuskys Supermarket (Chap Chap Libra),Supermarket,-1.3316099,36.8666226
6208217407,Embakasi Village Curio KwabJason,Bar/Pub,-1.3329373,36.8936144
6210101375,Empire place,Bar/Pub,-1.3810101,36.9276862
6210101814,Utake Coffee Limited,Convenience/Duka,-1.3799541,36.9393067
6210202321,Walk N Shop Supermarket,Supermarket,-1.3950322,36.9396628
6210202609,Mulley's Supermarket,Supermarket,-1.3973987,36.9424804
6210202640,Petmak Supermarket,Supermarket,-1.3949856,36.9408956
6210243617,Beyond Fruits,Supermarket,-1.417872,36.953624
6212601034,Molly's Pub,Bar/Pub,-1.2641351,36.8040504
6212601037,The Gallery,Bar/Pub,-1.262429,36.8023974
6216321652,Daveg Stores,Supermarket,-1.3333292,36.6754291
6216321653,Check point pub,Bar/Pub,-1.3339611,36.6750629
6216321654,Sweet World Supermarket Ltd,Supermarket,-1.3339865,36.6740295
6216321670,Club Pintmen,Bar/Pub,-1.3484275,36.661235
6216322009,Tuskys Milele Mall,Supermarket,-1.3583435,36.6574009
6216376869,Naivas Supermarket,Supermarket,-1.3619582,36.6551417
6216376870,Sweet World Supermarket,Supermarket,-1.3622431,36.6549678
6218081303,Powerstar Supermarket Kasarani,Supermarket,-1.2175238,36.8968326
6218304908,Tuskys Supermarket (Chap Chap Matasia),Supermarket,-1.383046,36.67659
6218487561,Chick Joint Bar And Grill,Bar/Pub,-1.4289593,36.6888572
6218487562,Elly's Bar And Restaurant,Bar/Pub,-1.4283651,36.6897242
6218487563,Shell,Convenience/Duka,-1.4308244,36.68726
6218487578,Bob's Bar and Restaurant,Bar/Pub,-1.4219578,36.697009
6218490085,Red Bull Bar & Restraurant,Bar/Pub,-1.4127791,36.711336
6218490086,Highland Self-service Store Kamura,Supermarket,-1.4070389,36.7080668
6218599563,Tuskys Supermarket (Chap Chap Ongata),Supermarket,-1.3963218,36.741004
6218698881,Bonitas,Bar/Pub,-1.3974354,36.7589509
6218698884,Manyatta Pub,Bar/Pub,-1.3966727,36.7599587
6224884285,Esiet wines and spirits,Bar/Pub,-1.3401973,36.7502721
6224913778,Grit Supermarket,Supermarket,-1.2527193,36.8564277
6224915281,Mulika Mini Market,Supermarket,-1.2341466,36.8706834
6224915422,Carrefour,Supermarket,-1.2200834,36.8890738
6247215842,Liquid Lounge,Bar/Pub,-1.2356675,36.8738228
6249063079,Dorte Everfresh Grocery & Cereals,Supermarket,-1.2187615,36.8992809
6249063080,Kassmatt Supermarket,Supermarket,-1.2181843,36.8994027
6249063489,Kuhura Kanua Pub,Bar/Pub,-1.2177197,36.897623
6249063499,Wabuti Supermarket,Supermarket,-1.2194778,36.8950718
6249063507,Progressive Bar,Bar/Pub,-1.2169141,36.8968081
6249063511,Famcon Supermarket,Supermarket,-1.2171221,36.9002679
6249063519,Jikuze Supermarket,Supermarket,-1.2185624,36.9025645
6249063520,"LeasherMatt Supermarket,Kasarani",Supermarket,-1.2185431,36.90277
6249063530,Kasamat Supermarket,Supermarket,-1.2170266,36.9032137
6249063535,Slymac Mini Mart,Supermarket,-1.2145401,36.9042012
6249168563,Hunters Pub,Bar/Pub,-1.2270572,36.917641
6249168567,Albertos Bar,Bar/Pub,-1.230002,36.919701
6249168568,Thikamatt,Supermarket,-1.2298871,36.927337
6249168600,Rongai supermarket,Supermarket,-1.2353459,36.9331809
6249434332,Kassmatt Supermarket,Supermarket,-1.2356239,36.9339528
6249531815,Gesta Supermarket,Supermarket,-1.2154377,36.8954672
6249531828,Club Truth,Bar/Pub,-1.2115941,36.903848
6249531854,Kassmat Supermarket,Supermarket,-1.2041822,36.9159467
6249531855,Githurai Roundabout Bar & Lodge,Bar/Pub,-1.2034622,36.9158753
6249531858,Kassmat Jumbo Supermarket,Supermarket,-1.2052074,36.9175137
6249531859,"Naivas Supermarket, Githurai Branch.",Supermarket,-1.2054662,36.9177571
6249532188,Queens Lounge,Bar/Pub,-1.1979522,36.9235124
6249723206,Gorilla Lounge,Bar/Pub,-1.190711,36.9300059
6249723220,Kuzima Shugee,Bar/Pub,-1.190238,36.9306723
6249723234,QuickMart Kahawa Sukari,Supermarket,-1.1893668,36.9323234
6249723235,Pints Makuti,Bar/Pub,-1.1887879,36.9327468
6249723385,Nyandis Supermarket,Supermarket,-1.1952105,36.9463869
6251534665,Miga Spring Bar N Restaurant,Bar/Pub,-1.1651693,36.9602471
6251534666,Smallvilla Pub And Restaurant,Bar/Pub,-1.1632951,36.9541996
6251534674,Leestar Supermarket,Supermarket,-1.1597977,36.958185
6251534675,Leestar Supermarket,Supermarket,-1.1594233,36.9583474
6251561786,Tulia Petals Gardens,Bar/Pub,-1.2515914,36.6867521
6251561790,Muthiga Inn,Bar/Pub,-1.2498392,36.6843236
6251561796,Tumaini Pub,Bar/Pub,-1.2582706,36.7035579
6251561798,Princess Pub,Bar/Pub,-1.259512,36.7079973
6251561799,Entumo Lounge,Bar/Pub,-1.2604857,36.7091985
6257561356,Camp David Club and Restaurant,Bar/Pub,-1.2496287,36.8204575
6257561364,Carrefour,Supermarket,-1.2278982,36.8055626
6257722319,Choppies Supermarket Kiambu,Supermarket,-1.1649984,36.8243212
6259798902,Kutan Pub,Bar/Pub,-1.3082512,36.9103268
6259798909,Jack D Pub,Bar/Pub,-1.3094026,36.90152
6259798910,BlackOut Pub,Bar/Pub,-1.3098589,36.9006105
6259798912,Jacknice Supermarket,Supermarket,-1.3120376,36.8989506
6259798914,Harakisha Mini-Market,Supermarket,-1.3120147,36.8956399
6259798922,Amazon 'S' Lounge,Bar/Pub,-1.3213904,36.8971432
6259798926,Park Inn,Bar/Pub,-1.3201995,36.8979568
6259798931,Tumaini Supermarket,Supermarket,-1.3168308,36.8960005
6259798933,Pipeline Estate Bar,Bar/Pub,-1.3169511,36.8943815
6259798934,Fun Zone Club,Bar/Pub,-1.3174321,36.8929684
6259798935,QuickMart,Supermarket,-1.3137528,36.8949022
6259798944,Mashinani Bar,Bar/Pub,-1.3016133,36.8896142
6259798945,Space Bar and Pork Center,Bar/Pub,-1.3018103,36.8899478
6259798952,Migingo Green,Bar/Pub,-1.29855,36.8903839
6259798953,Tylers Pub,Bar/Pub,-1.2984456,36.8907443
6259798954,Bruids Pub And Grill,Bar/Pub,-1.2984484,36.8911668
6259798978,Vista Lounge,Bar/Pub,-1.2882471,36.9043528
6259860357,Top Up Grill & Lounge,Bar/Pub,-1.2812221,36.9056869
6259860361,Blitz,Bar/Pub,-1.28523,36.8992177
6259860363,Venchaz Pub,Bar/Pub,-1.2918123,36.8906071
6259860368,Super Deals Supermarket Real,Supermarket,-1.2893383,36.8876825
6259860370,Tents Buruburu,Bar/Pub,-1.2865905,36.8801315
6259860372,"Club Winds, Buru Buru",Bar/Pub,-1.2851384,36.8802684
6259860373,Taurus Lounge Buruburu,Bar/Pub,-1.2849575,36.8802195
6259860374,Latitude Pub,Bar/Pub,-1.2852557,36.8798967
6259924661,Benrose Fast Foods,Bar/Pub,-1.2751233,36.893422
6259924663,club dajoski,Bar/Pub,-1.2750616,36.889228
6285373685,Connect Coffe Roasters,Bar/Pub,-1.2720948,36.806694
6324976684,Unnamed Store,Supermarket,-1.1890825,36.9211529
6395368822,QuickMart,Supermarket,-1.2899363,36.773464
6397775451,Joy Land Supermarket,Supermarket,-1.2046459,36.7768286
6397800321,ShopRite,Supermarket,-1.2331317,36.8787963
6740059285,Dagoz Bar,Bar/Pub,-1.2994239,36.757906
6808000182,Interchange Motel,Bar/Pub,-1.4294686,36.9677055
6812208450,Bailey's Grill,Bar/Pub,-1.3095472,36.8931752
6812208454,Muthoni's Pub,Bar/Pub,-1.3234784,36.8838239
6817315475,The Homiez Pub & Shisha Joint,Bar/Pub,-1.3085807,36.9114553
6817315478,Harry's Tavern,Bar/Pub,-1.2828891,36.9021754
6817315479,Corna View Place,Bar/Pub,-1.2824582,36.9026666
6817327485,Friends Corner,Bar/Pub,-1.2809909,36.9004381
6817327503,Egesa Villa,Bar/Pub,-1.2826959,36.8882326
6817508249,Horizon Bar,Bar/Pub,-1.2921485,36.8543271
6819685082,Nyama Villa Annex,Bar/Pub,-1.2759752,36.9087611
6819692385,Unnamed Store,Bar/Pub,-1.2750548,36.9103533
6819692386,Makuti Bar,Bar/Pub,-1.2753117,36.9102749
6819930249,Akwaaba Bar,Bar/Pub,-1.2682712,36.9116562
6819930254,Maryland,Supermarket,-1.2648803,36.9092695
6819930274,Chokmatt,Supermarket,-1.250212,36.9529649
6819983091,Miami Ruai,Bar/Pub,-1.2636923,36.9824973
6826671305,Mamboz,Bar/Pub,-1.2285705,36.9189122
6826671312,Sweet Waters,Bar/Pub,-1.2182202,36.8947474
6827309037,Kass pub,Bar/Pub,-1.2178922,36.8897058
6827309039,The Bar Chef Mojitos Cocktail,Bar/Pub,-1.2172348,36.8912336
6827309040,Bourbon Sports,Bar/Pub,-1.2157858,36.8888044
6827309041,Admart,Supermarket,-1.2154465,36.8886373
6827309042,Roymatt Supermarket,Supermarket,-1.215875,36.8880723
6827309043,The Cedars,Bar/Pub,-1.2155209,36.8880375
6827320489,The Attic Lounge,Bar/Pub,-1.2126486,36.8914679
6827320495,Budget,Supermarket,-1.2132465,36.8945034
6827320497,Jifiche Grill,Bar/Pub,-1.2141686,36.8830643
6830400015,Plan B Butchery,Bar/Pub,-1.3083377,36.8240962
6830686429,Cocos,Bar/Pub,-1.3072213,36.8192927
6830686431,B78...,Bar/Pub,-1.321734,36.8013825
6830686433,Academia Bryce LA,Bar/Pub,-1.3223356,36.797536
6830686434,Kisima Bar,Bar/Pub,-1.3213817,36.797758
6840641664,White House,Bar/Pub,-1.3061673,36.7379984
6875539909,Jips Wines and Spirits,Bar/Pub,-1.2521532,36.9531056
6959344385,Two grapes,Bar/Pub,-1.2965313,36.7940805
7008108322,MASKANI BARBECUE,Bar/Pub,-1.1982219,36.8365617
7063939436,Fifth Round Lounge and Bar,Bar/Pub,-1.3070067,36.8023008
7066575088,Gates,Bar/Pub,-1.2810068,36.9641731
7067218934,Blacky'z Lounge,Bar/Pub,-1.2927913,36.7915287
7169519863,Carrefour,Supermarket,-1.3205663,36.703824
7175160075,Diaspora Lounge,Bar/Pub,-1.3972919,36.7510979
7175160078,Quickmart Rongai Main,Supermarket,-1.3922607,36.7658269
7291845166,Naivas Freedom Heights Mall,Supermarket,-1.3220082,36.8021359
7340161792,Jamuhuri Shopping Centre,Convenience/Duka,-1.3042465,36.7712894
7341263969,Chandarana Food Plus Supermarket Ltd.,Supermarket,-1.2583562,36.8184573
7679232307,Unnamed Store,Supermarket,-1.2957736,36.828251
7846414730,Naivas Food Market,Supermarket,-1.3579769,36.908198
7846414731,The Tunnel,Bar/Pub,-1.3542114,36.9056256
7853571442,Ravers Paradise,Bar/Pub,-1.2051779,36.7877099
7861912354,Thome Deluxe,Bar/Pub,-1.2114533,36.87461
7861912361,Timau,Bar/Pub,-1.2099136,36.894091
7981117274,Bar,Bar/Pub,-1.3071512,36.7862244
8120334793,Dil Mart Supermarket,Supermarket,-1.3049584,36.9019018
8120371183,Sting Lounge(Kwa Makena),Bar/Pub,-1.3024487,36.9007163
8120384566,Mtwapa Louge Pub,Bar/Pub,-1.3035708,36.9027966
8120475934,Baraka Estate Shopping Mall,Supermarket,-1.2982231,36.9122799
8120513756,Unnamed Store,Bar/Pub,-1.3088857,36.9017005
8130425855,Makuti Bar & Grill,Bar/Pub,-1.3007243,36.9098405
8164646791,Naivas,Supermarket,-1.2824691,36.8159837
8168643398,Club cocoliche,Bar/Pub,-1.304793,36.9173898
8168762000,Naivas Supermarket Fedha,Supermarket,-1.3086332,36.9024681
8202067663,Otomatt Supermarket Ruai,Supermarket,-1.2786595,37.0304824
8202067665,Waecon,Supermarket,-1.2815842,37.0795725
8210168933,Cleanshelf Supermarket,Supermarket,-1.3241498,36.7828298
